project_id,project_name,state,district,stage,start_date,target_completion_date,actual_or_projected_date,planned_duration_days,compensation_pct,legal_case,rr_status,affected_families,budget_crores,latitude,longitude,delay_days,delay_flag,clr_completed_pct,sector,cost_overrun_pct
PRJ-MOSPI-2015,Revamping of Vijayawada Terminal for Conversion to TOP,Andhra Pradesh,Krishna,Award of Compensation (Section 23/30),2018-10-01,2021-10-01,2022-03-01,1096,90.0,1,In Progress,474,316.2,16.5062,80.648,151,1,98.75,Petroleum,0.0
PRJ-MOSPI-2016,Grass Root Petroleum TOP at Chutapuram,Andhra Pradesh,Anantapur,Award of Compensation (Section 23/30),2018-08-01,2021-04-01,2021-12-01,974,87.8,0,In Progress,699,466.0,14.6819,77.6006,244,1,98.75,Petroleum,0.0
PRJ-MOSPI-2017,Revamping of Facilities at Vizag Coastal Terminal,Andhra Pradesh,Visakhapatnam,Award of Compensation (Section 23/30),2018-04-01,2022-04-01,2023-02-01,1461,84.7,1,In Progress,532,355.0,17.715,83.24,306,1,98.75,Petroleum,0.0
PRJ-MOSPI-2018,Rail Fed Depot at Guntakal,Andhra Pradesh,Anantapur,Possession & Physical Transfer,2017-08-01,2021-04-01,2021-03-01,1339,95.0,0,Completed,576,384.58,15.1667,77.3667,0,0,98.75,Petroleum,0.0
PRJ-MOSPI-2019,KG-DWN-98/2 Cluster II Deepwater Development Project,Andhra Pradesh,East Godavari,Section 19 Declaration (R&R Scheme),2016-03-01,2020-06-01,2022-06-01,1553,51.3,1,In Progress,6000,25090.0,16.9891,82.2475,730,1,98.75,Petroleum,0.0
PRJ-MOSPI-2020,Multi Modal Logistics Park at Kakinada Port,Andhra Pradesh,East Godavari,Section 19 Declaration (R&R Scheme),2016-08-01,2019-03-01,2022-03-01,942,26.9,1,In Progress,351,235.0,16.9604,82.2381,1096,1,98.75,Railways,0.2
PRJ-MOSPI-2021,Multi Modal Logistics Park at Visakhapatnam,Andhra Pradesh,Visakhapatnam,Section 19 Declaration (R&R Scheme),2013-01-01,2018-03-01,2021-12-01,1885,25.0,1,In Progress,581,487.13,17.72,83.25,1371,1,98.75,Railways,25.6
PRJ-MOSPI-2022,Kottavalasa - Koraput Railway Line Doubling,Andhra Pradesh,Vizianagaram,Section 19 Declaration (R&R Scheme),2015-04-01,2022-03-01,2024-03-01,2526,51.3,1,In Progress,3749,2499.71,18.1167,83.4167,731,1,98.75,Railways,0.0
PRJ-MOSPI-2023,Vijayawada - Gudur 3rd Railway Line Project,Andhra Pradesh,Krishna,Award of Compensation (Section 23/30),2015-04-01,2023-12-01,2024-06-01,3166,90.0,1,In Progress,4869,3548.68,16.51,80.65,183,1,98.75,Railways,9.3
PRJ-MOSPI-2024,Vijayawada - Gudivada - Bhimavaram - Narsapur Doubling & Electrification,Andhra Pradesh,West Godavari,Section 19 Declaration (R&R Scheme),2012-03-01,2020-03-01,2022-03-01,2922,51.3,1,Pending,2255,3377.0,16.54,81.52,730,1,98.75,Railways,124.6
PRJ-MOSPI-2025,Gudur - Durgarajapatnam Port Railway Link,Andhra Pradesh,Nellore,Section 19 Declaration (R&R Scheme),2011-04-01,2016-03-01,2022-03-01,1796,25.0,1,In Progress,1142,761.37,14.15,79.85,2191,1,98.75,Railways,0.0
PRJ-MOSPI-2026,Cumbum - Proddatur Railway Project,Andhra Pradesh,Kadapa,Section 19 Declaration (R&R Scheme),2013-04-01,2018-03-01,2023-03-01,1795,25.0,1,In Progress,1243,829.0,14.75,78.55,1826,1,98.75,Railways,0.0
PRJ-MOSPI-2027,Duvvada - Vijayawada 3rd Line Railway Capacity Augmentation,Andhra Pradesh,Visakhapatnam,Section 19 Declaration (R&R Scheme),2015-04-01,2020-03-01,2023-03-01,1796,27.0,1,In Progress,5809,3873.07,17.7,83.15,1095,1,98.75,Railways,0.0
PRJ-MOSPI-2028,Guntur - Guntakal Railway Line Doubling (SCR),Andhra Pradesh,Guntur,Section 19 Declaration (R&R Scheme),2016-04-01,2022-03-01,2024-03-01,2160,51.3,1,In Progress,5446,3887.48,16.3,80.45,731,1,98.75,Railways,7.1
PRJ-MOSPI-2029,Nadikude - Srikalahasti New Broad Gauge Line,Andhra Pradesh,Guntur,Section 19 Declaration (R&R Scheme),2011-04-01,2021-03-01,2024-03-01,3622,26.9,1,In Progress,3433,2643.25,16.58,79.95,1096,1,98.75,Railways,15.5
PRJ-MOSPI-2030,Kotipalli - Narsapur New Railway Line (SCR),Andhra Pradesh,East Godavari,Section 19 Declaration (R&R Scheme),2001-12-01,2009-03-01,2024-03-01,2647,25.0,1,Pending,1567,2120.16,16.69,82.02,5479,1,98.75,Railways,102.8
PRJ-MOSPI-2031,Nandyal - Yerraguntla New Broad Gauge Line (SCR),Andhra Pradesh,Kurnool,Section 19 Declaration (R&R Scheme),1996-03-01,2009-02-01,2020-03-01,4720,25.0,1,Pending,246,1050.0,15.48,78.48,4046,1,98.75,Railways,538.8
PRJ-MOSPI-2032,Rehabilitation of New NH-544e Kodikonda - Madakasira,Andhra Pradesh,Anantapur,Section 19 Declaration (R&R Scheme),2018-03-01,2018-11-01,2021-07-01,245,35.1,1,In Progress,756,504.19,14.1,77.25,973,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2033,Rehabilitation and Upgradation of NH-565 Dornala - Tokapalli,Andhra Pradesh,Prakasam,Section 19 Declaration (R&R Scheme),2018-01-01,2018-08-01,2021-08-01,212,26.9,1,In Progress,627,418.03,15.9,79.1,1096,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2034,Upgradation of NH-544dd Kalyandurg Section,Andhra Pradesh,Anantapur,Section 19 Declaration (R&R Scheme),2018-03-01,2018-08-01,2021-11-01,153,25.0,1,In Progress,434,289.67,14.55,77.1,1188,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2035,Rehabilitation of NH-326a Srikakulam Section,Andhra Pradesh,Srikakulam,Section 19 Declaration (R&R Scheme),2018-03-01,2018-08-01,2021-12-01,153,25.0,1,In Progress,342,228.32,18.3,83.9,1218,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2036,Rehabilitation and Upgradation of NH-340 Rayachoti Section,Andhra Pradesh,Kadapa,Section 19 Declaration (R&R Scheme),2017-01-01,2017-08-01,2021-06-01,212,25.0,1,In Progress,478,319.28,14.05,78.75,1400,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2037,Construction of 4-lane Bypass to Vizianagaram Town on NH-43,Andhra Pradesh,Vizianagaram,Section 19 Declaration (R&R Scheme),2017-02-01,2017-11-01,2021-10-01,273,25.0,1,In Progress,644,429.43,18.12,83.4,1430,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2038,Upgradation of Machilipatnam to Avanigadda NH-216 Section,Andhra Pradesh,Krishna,Section 19 Declaration (R&R Scheme),2016-11-01,2017-08-01,2021-08-01,273,25.0,1,In Progress,564,376.25,16.18,81.13,1461,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2039,Rehabilitation of Existing NH-167 Adoni - Alur Section,Andhra Pradesh,Kurnool,Section 19 Declaration (R&R Scheme),2016-11-01,2017-05-01,2021-06-01,181,25.0,1,In Progress,435,290.15,15.63,77.27,1492,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2040,Rehabilitation of Repalle to Eeppurpalem Section NH-216,Andhra Pradesh,Guntur,Section 19 Declaration (R&R Scheme),2017-01-01,2018-01-01,2022-04-01,365,25.0,1,In Progress,864,576.48,16.02,80.85,1551,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2041,Four Laning of Gundugolanu - Devarapalli - Kovvuru NH-16 Section,Andhra Pradesh,West Godavari,Section 19 Declaration (R&R Scheme),2018-03-01,2021-03-01,2021-10-01,1096,85.0,1,In Progress,2298,2499.0,16.9,81.4,214,1,98.75,Road Transport and Highways,63.1
PRJ-MOSPI-2042,Six Laning of Narasannapeta - Ranastalam Section of NH-16,Andhra Pradesh,Srikakulam,Section 19 Declaration (R&R Scheme),2017-12-01,2020-06-01,2021-07-01,913,73.7,1,In Progress,1984,1323.15,18.25,83.75,395,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2043,Six Laning of NH-140 Chittoor to Mallavaram Section,Andhra Pradesh,Chittoor,Section 19 Declaration (R&R Scheme),2018-03-01,2020-03-01,2021-09-01,731,63.4,1,In Progress,2326,1550.98,13.35,79.2,549,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2044,Six Laning of Anandapuram - Pendurthi - Anakapalli NH-16,Andhra Pradesh,Visakhapatnam,Section 19 Declaration (R&R Scheme),2018-02-01,2020-02-01,2021-10-01,730,59.5,1,In Progress,2938,1959.0,17.68,83.0,608,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2045,Dedicated Port Access Highway to Krishnapatnam Port,Andhra Pradesh,Nellore,Section 19 Declaration (R&R Scheme),2018-03-01,2020-03-01,2022-03-01,731,51.3,1,In Progress,471,314.43,14.28,80.08,730,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2046,6-Laning of Vijayawada Bypass from Gollapudi to Chinnakakani,Andhra Pradesh,Krishna,Section 19 Declaration (R&R Scheme),2019-11-01,2021-02-01,2023-06-01,458,43.3,1,In Progress,2401,1601.1,16.52,80.6,850,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2047,6-Laning of Vijayawada Bypass Chinna Avutupalli to Gollapudi,Andhra Pradesh,Krishna,Section 19 Declaration (R&R Scheme),2019-11-01,2021-02-01,2023-06-01,458,43.3,1,In Progress,1840,1226.88,16.55,80.68,850,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2048,Six Laning of Ranastalam - Anandapuram Section of NH-16,Andhra Pradesh,Visakhapatnam,Section 19 Declaration (R&R Scheme),2017-03-01,2020-03-01,2022-03-01,1096,51.3,1,In Progress,1562,1187.1,17.9,83.45,730,1,98.75,Road Transport and Highways,14.0
PRJ-MOSPI-2049,Four Laning of NH-9 Vijayawada to Machilipatnam Corridor,Andhra Pradesh,Krishna,Section 19 Declaration (R&R Scheme),2016-01-01,2018-11-01,2021-12-01,1035,25.0,1,In Progress,1702,1134.97,16.35,80.9,1126,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2050,Vijayawada - Gundugolanu Section NH-16 Expansion,Andhra Pradesh,Krishna,Section 19 Declaration (R&R Scheme),2014-09-01,2017-02-01,2021-03-01,884,25.0,1,In Progress,2526,1684.0,16.7,80.95,1489,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2051,Six Laning of Nellore - Chilkaluripet NH-16 Highway,Andhra Pradesh,Nellore,Section 19 Declaration (R&R Scheme),2011-11-01,2014-05-01,2021-06-01,912,25.0,1,In Progress,2302,1535.0,14.4426,79.9865,2588,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2052,Tirupati - Tiruttani - Chennai Highway Corridor (NH-205),Andhra Pradesh,Chittoor,Section 19 Declaration (R&R Scheme),2011-04-01,2013-10-01,2021-03-01,914,25.0,1,In Progress,856,571.0,13.5,79.6,2708,1,98.75,Road Transport and Highways,0.0
PRJ-MOSPI-2053,Visakhapatnam Steel Plant Coke Oven Battery-5,Andhra Pradesh,Visakhapatnam,Section 19 Declaration (R&R Scheme),2011-12-01,2017-12-01,2022-03-01,2192,25.0,1,In Progress,4287,2558.0,17.65,83.18,1551,1,98.75,Steel,0.0
PRJ-MOSPI-2054,Polavaram National Multipurpose Irrigation Project,Andhra Pradesh,West Godavari,Section 19 Declaration (R&R Scheme),2009-02-01,2020-03-01,2024-06-01,4046,25.0,1,Pending,6000,55548.87,17.25,81.65,1553,1,98.75,Water Resources,447.2
